Treatment,Treatment_t,Pattern_k,AE_type,AE_type_j,Phi_kj
CMF,4,12,EFFUS PERICARD_1,231,0.000100009102890779
CMF,4,12,LARYNGITIS_2,456,9.97384873860937e-05
CMF,4,12,SEPSIS_3,699,9.79812357188715e-05
CMF,4,12,PERSON DIS_1,632,9.60489850942296e-05
CMF,4,12,ABSCESS PERIODONT_1,4,9.57093380003088e-05
CMF,4,12,DIZZINESS_4,179,9.51280350484565e-05
CMF,4,12,PAIN ABDO_2,580,9.44913035106971e-05
CMF,4,12,HYPERGLYCEM_1,358,9.39312467785032e-05
CMF,4,12,CHOLELITH_3,117,9.07629169181548e-05
CMF,4,12,RESPIRAT DIS_1,690,8.98214246157556e-05
CMF,4,12,ABSCESS PERIODONT_3,6,8.97978860589737e-05
CMF,4,12,BREAST ENGORGE_2,83,8.8139702133591e-05
CMF,4,12,TOOTH DIS_3,780,8.64431250748873e-05
CMF,4,12,MASTITIS_3,491,8.62021657420605e-05
CMF,4,12,URIN TRACT DIS_2,806,8.59162641785412e-05
CMF,4,12,TWITCH_1,785,8.5694989281349e-05
CMF,4,12,DYSPAREUNIA_1,190,8.45725514206983e-05
CMF,4,12,RESPIRAT DIS_3,692,7.73719463288228e-05
CMF,4,12,HEM GI_3,319,7.72206910021579e-05
CMF,4,12,ARRHYTHMIA_4,50,7.29353709773856e-05
CMF,4,12,PAIN BONE_3,590,7.1218050635752e-05
CMF,4,12,PAIN ABDO_1,579,7.05421953263941e-05
CMF,4,12,HYPERCALCEM_1,352,6.95351817624337e-05
CMF,4,12,HYPONATREM_1,394,6.76953362865942e-05
CMF,4,12,HYPERTENS_3,369,6.59492838171693e-05
CMF,4,12,PAIN KIDNEY_1,605,6.53420043264751e-05
CMF,4,12,TASTE LOSS_1,746,6.41944998473871e-05
CMF,4,12,TONGUE DIS_2,775,6.34123788503452e-05
CMF,4,12,DERM EXFOL_2,163,6.32295462620998e-05
CMF,4,12,HEM EYE_1,315,6.20270942061623e-05
CMF,4,12,TENESMUS_1,750,6.06306001116366e-05
CMF,4,12,PANCYTOPENIA_4,620,5.99283913930633e-05
CMF,4,12,BLEPHARITIS_1,75,5.99214717624416e-05
CMF,4,12,OPHTHALMITIS_3,570,5.86902860439838e-05
CMF,4,12,SEPSIS_4,700,5.7315583240313e-05
CMF,4,12,THROMBOPHLEB_2,769,5.65206148957753e-05
CMF,4,12,ENDOMETR DIS_1,243,5.58538623242116e-05
CMF,4,12,LARYNGITIS_3,457,5.42002920594149e-05
CMF,4,12,LIVER FUNC ABNORM_2,473,5.2697122221862e-05
CMF,4,12,SEPSIS_2,698,5.23295082790394e-05
CMF,4,12,REACT UNEVAL_2,684,4.93285165611364e-05
CMF,4,12,THROMBOPHLEB_1,768,4.79386213301051e-05
CMF,4,12,PAIN BONE_4,591,4.35134825258433e-05
CMF,4,12,EFFUS PERICARD_2,232,4.32990592824353e-05
CMF,4,12,HYPERTENS_4,370,4.14597787801552e-05
CMF,4,12,LIVER FUNC ABNORM_1,472,4.06039861584635e-05
CMF,4,12,DERM EXFOL_3,164,4.00988363853611e-05
CMF,4,12,HYPOXIA_2,406,3.89845051767297e-05
CMF,4,12,REACT UNEVAL_3,685,3.43761952824631e-05
CMF,4,12,EFFUS PERICARD_3,233,3.0549198690618e-05
CMF,4,12,AKATHISIA_3,16,2.73226066003014e-05
CMF,4,12,HYPOXIA_3,407,2.42524993247619e-05
CMF,4,12,GOITER_1,297,2.27388467921222e-05
CMF,4,12,URIN URGENCY_1,807,2.00212847113413e-05
CMF,4,12,HYPOXIA_4,408,1.99099805150694e-05
CMF,4,12,MESENTERIC ARTERIAL OCCLUSION_3,501,1.88779251375907e-05
CMF,4,12,NEOPL_1,547,1.87476466913573e-05
CMF,4,12,URIN URGENCY_2,808,1.68355769544223e-05
CMF,4,12,DYSURIA_1,204,1.62472945872654e-05
CMF,4,12,LAB TEST ABNORM_1,449,1.53653708144331e-05
CMF,4,12,HYPERTROPHY SKIN_1,377,1.52946462358988e-05
CMF,4,12,DYSURIA_2,205,1.48990557423506e-05
CMF,4,12,FLATUL_1,271,1.48247715621377e-05
CMF,4,12,PAIN_1,611,1.46687903902543e-05
CMF,4,12,FLATUL_2,272,1.44419957769356e-05
CMF,4,12,PAIN_3,613,1.43500648603504e-05
CMF,4,12,PAIN_2,612,1.41000381037802e-05
CMF,4,12,HYPERTROPHY SKIN_2,378,1.40187927205776e-05
CMF,4,12,NERVOUSNESS_1,551,1.37927451847068e-05
CMF,4,12,SKIN DIS_1,714,1.36445771097022e-05
CMF,4,12,SKIN DIS_2,715,1.3598584611549e-05
CMF,4,12,SUBDURAL HEMATOMA_3,736,1.35688789226383e-05
CMF,4,12,SKIN DIS_3,716,1.35491740309176e-05
CMF,4,12,CARCINOMA BREAST_1,93,1.33146164682133e-05
CMF,4,12,EDEMA LABIAL_1,217,1.32932657508285e-05
CMF,4,12,HEMATEMESIS_1,334,1.32341515957123e-05
CMF,4,12,LACTATION FEM_1,452,1.31593531874681e-05
CMF,4,12,CYSTITIS_1,147,1.31035047519793e-05
CMF,4,12,DREAM ABNORM_1,180,1.30407759485131e-05
CMF,4,12,CYSTITIS_2,148,1.30041896386826e-05
CMF,4,12,DELUSIONS_3,157,1.29207678695408e-05
CMF,4,12,PSYCHOSIS_3,667,1.29205623093464e-05
CMF,4,12,ACCOMMODATION ABNORM_1,10,1.25416201938152e-05
CMF,4,12,LACTATION FEM_2,453,1.25340104560456e-05
CMF,4,12,NERVOUSNESS_2,552,1.23820032126272e-05
CMF,4,12,FIBRO TENDON_1,270,1.22979872793157e-05
CMF,4,12,EUPHORIA_1,262,1.22205931514367e-05
CMF,4,12,BILIRUBINEM_2,74,1.21848284820154e-05
CMF,4,12,ENTERITIS_2,246,1.18549010849729e-05
CMF,4,12,ABDO ENLARGE_1,1,1.17046906305052e-05
CMF,4,12,CYSTITIS_3,149,1.16482609422936e-05
CMF,4,12,HYPOGLYCEM_1,384,1.16457259212419e-05
CMF,4,12,PANCREAS DIS_1,618,1.13661970286204e-05
CMF,4,12,LACRIMATION DIS_1,450,1.1316108803232e-05
CMF,4,12,SINUSITIS_1,711,1.12492939654414e-05
CMF,4,12,HYPESTHESIA_1,381,1.12254776673858e-05
CMF,4,12,MELENA_1,492,1.1164609725028e-05
CMF,4,12,LYMPHEDEMA_1,484,1.11593173548534e-05
CMF,4,12,VESTIBUL DIS_1,827,1.11534125922246e-05
CMF,4,12,HALITOSIS_1,300,1.11077209309898e-05
CMF,4,12,UG DIS_2,787,1.10332202622223e-05
CMF,4,12,HYPERKINESIA_1,365,1.10195629126692e-05
CMF,4,12,LIVER TENDER_1,475,1.10139774491255e-05
CMF,4,12,PYELONEPHRITIS_3,669,1.0971063118724e-05
CMF,4,12,NEPHRITIS_1,549,1.09287830558993e-05
CMF,4,12,LACRIMATION DIS_2,451,1.0907823315227e-05
CMF,4,12,PLEURAL DIS_1,645,1.08904975196484e-05
CMF,4,12,PAIN CHEST_1,595,1.08330018412496e-05
CMF,4,12,EDEMA GENERAL_1,216,1.08278779433964e-05
CMF,4,12,NAUSEA_1,537,1.08028338468499e-05
CMF,4,12,NODULE SUBCUTAN_1,565,1.07508838361349e-05
CMF,4,12,CUSHINGS SYND_2,143,1.07496712385705e-05
CMF,4,12,EDEMA TONGUE_1,223,1.07387366464551e-05
CMF,4,12,LYMPHEDEMA_2,485,1.07375494773368e-05
CMF,4,12,PARESTHESIA_1,628,1.06908062007354e-05
CMF,4,12,ABDO SYND ACUTE_3,2,1.06882629304227e-05
CMF,4,12,OSTEOPOROSIS_1,573,1.06208088215274e-05
CMF,4,12,HEMOLYSIS_2,338,1.06146128356722e-05
CMF,4,12,HEMATURIA_1,335,1.05834527767796e-05
CMF,4,12,EDEMA LUNG_1,219,1.05567829768778e-05
CMF,4,12,SLEEP DIS_1,721,1.05497454174854e-05
CMF,4,12,SHOCK_1,709,1.05358389658639e-05
CMF,4,12,TOOTH DISCOLOR_1,781,1.04435842814601e-05
CMF,4,12,NEOPL BREAST_1,544,1.04426202331371e-05
CMF,4,12,IRITIS_2,434,1.04283220658442e-05
CMF,4,12,VASC DIS_1,818,1.04130920685808e-05
CMF,4,12,HEMOTHORAX_4,340,1.03725676263462e-05
CMF,4,12,HEM GUM_1,320,1.03547292624127e-05
CMF,4,12,EYE DIS_1,265,1.03434277150247e-05
CMF,4,12,SINUSITIS_2,712,1.03385728134019e-05
CMF,4,12,HEMOPTYSIS_1,339,1.0338036978478e-05
CMF,4,12,PARESTH CIRCUMORAL_1,627,1.03190818598433e-05
CMF,4,12,EDEMA LARYNX_1,218,1.03138906304359e-05
CMF,4,12,APNEA_4,41,1.02094614996826e-05
CMF,4,12,TORTICOLLIS_1,782,1.0194127084187e-05
CMF,4,12,URIN RETENT_1,804,1.0147741202075e-05
CMF,4,12,CONSTIP_1,129,1.01181954196183e-05
CMF,4,12,OCULOGYRIC CRISIS_2,566,1.01172880536383e-05
CMF,4,12,STOOL ABNORM_1,733,1.0108391869543e-05
CMF,4,12,SINUSITIS_3,713,1.01057331793893e-05
CMF,4,12,NEOPL BREAST_2,545,1.009485586387e-05
CMF,4,12,SLEEP DIS_2,722,1.00912472394334e-05
CMF,4,12,ANOMALY GI_1,34,1.00874603758572e-05
CMF,4,12,CARDIOMEGALY_1,94,1.00828962731839e-05
CMF,4,12,CYST_1,145,1.00389043931319e-05
CMF,4,12,NEPHRITIS_3,550,1.00280610277278e-05
CMF,4,12,MENORRHAGIA_2,497,1.00213173376653e-05
CMF,4,12,PAIN CHEST SUBSTERN_1,594,1.00127582460935e-05
CMF,4,12,NAUSEA_2,538,1.00015969987001e-05
CMF,4,12,MENORRHAGIA_1,496,9.9861457866298e-06
CMF,4,12,ADENOMA THYR_3,13,9.96475362197805e-06
CMF,4,12,TONGUE DISCOLOR_1,776,9.93048015897232e-06
CMF,4,12,AV BLOCK_1,73,9.88890327547746e-06
CMF,4,12,PAROSMIA_1,629,9.882509706229e-06
CMF,4,12,REFRACT DIS_1,689,9.85585376563008e-06
CMF,4,12,ARRHYTHMIA VENT_1,46,9.80217737517888e-06
CMF,4,12,HYPOTONIA_2,403,9.80211354209156e-06
CMF,4,12,MONILIA GI_2,508,9.8020700414343e-06
CMF,4,12,HEPATOMEGALY_1,341,9.80205510496532e-06
CMF,4,12,HYPERLIPEM_2,366,9.80191121213145e-06
CMF,4,12,NEOPL UTER_3,546,9.80189391502252e-06
CMF,4,12,NEURITIS_1,556,9.80187869685514e-06
CMF,4,12,NECRO SKIN_1,543,9.80186017156282e-06
CMF,4,12,INFECTION FUNGAL_1,420,9.80185408086669e-06
CMF,4,12,DYSARTHRIA_2,186,9.80184052961865e-06
CMF,4,12,PARALYSIS FACIAL_2,624,9.80181768677006e-06
CMF,4,12,ULCER PEPTIC_2,793,9.8017289744091e-06
CMF,4,12,UTER FIBROID ENLARGE_4,811,9.80172629907935e-06
CMF,4,12,APPLICAT SITE REACT_1,44,9.80169643566595e-06
CMF,4,12,ULCER INTEST_2,789,9.80169242641442e-06
CMF,4,12,UVEITIS_2,812,9.80167879156054e-06
CMF,4,12,NEOPLASM THYROID_1,548,9.80166213386032e-06
CMF,4,12,ENTEROCOL_3,249,9.8016497050682e-06
CMF,4,12,CREATININE INC_1,142,9.80162638657663e-06
CMF,4,12,ARRHYTHMIA NOD_1,45,9.80161260276709e-06
CMF,4,12,LIVER FAIL_3,469,9.80161006723725e-06
CMF,4,12,ENDOMETRIAL CARCINOMA_4,245,9.80159074807716e-06
CMF,4,12,CYANOSIS_1,144,9.80157524579758e-06
CMF,4,12,ILEUS_3,409,9.80156974342223e-06
CMF,4,12,ULCER CORNEAL_2,788,9.80155979047635e-06
CMF,4,12,HYPOTENS POST_2,397,9.80154756834364e-06
CMF,4,12,CATARACT_2,99,9.8015368431985e-06
CMF,4,12,TOOTH CARIES_1,777,9.80152300223081e-06
CMF,4,12,HEAT STROKE_1,312,9.80150728505071e-06
CMF,4,12,MYOPATHY_3,531,9.80148200210146e-06
CMF,4,12,PARALYSIS EXTRAOCUL_2,623,9.80148200210146e-06
CMF,4,12,PTOSIS_1,668,9.80148200210146e-06
CMF,4,12,HEART ARREST_4,308,9.80148200210146e-06
CMF,4,12,THYR DIS_2,771,9.80148200210145e-06
CMF,4,12,URETHRITIS_1,800,9.80148200210145e-06
CMF,4,12,GOUT_1,298,9.80148200210144e-06
CMF,4,12,HAIR DIS_3,299,9.80148200210144e-06
CMF,4,12,HYPOTHYR_2,402,9.80148200210144e-06
CMF,4,12,BONE DIS_1,80,9.80148200210144e-06
CMF,4,12,HYPOVENTIL_1,404,9.80148200210143e-06
CMF,4,12,DYSAUTONOMIA_1,187,9.80148200210142e-06
CMF,4,12,OLIGURIA_1,567,9.80148200210102e-06
CMF,4,12,ABSCESS BREAST_2,3,9.80148200210093e-06
CMF,4,12,HIRSUTISM_2,351,9.80148200210068e-06
CMF,4,12,CREATINE PK INC_4,141,9.80148200210053e-06
CMF,4,12,EXTRASYSTOLES SUPVENT_1,263,9.80148200210052e-06
CMF,4,12,ENCEPHALOPATHY_3,242,9.80148200210052e-06
CMF,4,12,EXTRASYSTOLES VENT_1,264,9.80148200210052e-06
CMF,4,12,HYPOPROTEINEM_1,396,9.80148200210052e-06
CMF,4,12,HEM INTRACRAN_4,322,9.80148200210051e-06
CMF,4,12,ALKALOSIS RESP_1,17,9.80148200210051e-06
CMF,4,12,CARDIOMYOPATHY_1,95,9.80148200210051e-06
CMF,4,12,MIOSIS_1,507,9.8014820021005e-06
CMF,4,12,BRADYCARDIA_1,81,9.80148200210049e-06
CMF,4,12,CYST_2,146,9.75962713166839e-06
CMF,4,12,PAIN CHEST_2,596,9.73464216851433e-06
CMF,4,12,PAROSMIA_2,630,9.72291659708764e-06
CMF,4,12,HYPOTENS_1,398,9.69651249360759e-06
CMF,4,12,NAUSEA_3,539,9.67201116779413e-06
CMF,4,12,EDEMA TONGUE_2,224,9.61166469636472e-06
CMF,4,12,FURUNCULOSIS_1,276,9.55473931916089e-06
CMF,4,12,SHOCK_4,710,9.53984298994037e-06
CMF,4,12,PALPITAT_1,616,9.51656355214251e-06
CMF,4,12,INFECT URIN TRACT_1,413,9.46059030975731e-06
CMF,4,12,CONSTIP_2,130,9.39203705727985e-06
CMF,4,12,VOICE ALTERAT_1,833,9.34500178701097e-06
CMF,4,12,RECTAL DIS_1,686,9.31365659427299e-06
CMF,4,12,DYSPEPSIA_1,193,9.30665272787431e-06
CMF,4,12,ECCHYMOSIS_1,208,9.29082433015542e-06
CMF,4,12,HEM GUM_2,321,9.26657459994522e-06
CMF,4,12,SWEAT_1,737,9.26116535696319e-06
CMF,4,12,LEUKOPENIA_1,460,9.20459394019465e-06
CMF,4,12,CONSTIP_3,131,9.08373187320589e-06
CMF,4,12,PAIN CHEST_3,597,9.04928686535896e-06
CMF,4,12,CHEILITIS_1,108,9.0346784596135e-06
CMF,4,12,POLYURIA_1,657,8.98444404980868e-06
CMF,4,12,HEM_1,331,8.97940618434783e-06
CMF,4,12,LEUKOPENIA_2,461,8.94293059520776e-06
CMF,4,12,HEMATURIA_2,336,8.90173180390747e-06
CMF,4,12,VOICE ALTERAT_2,834,8.88670874169365e-06
CMF,4,12,INFECT URIN TRACT_2,414,8.86573756432512e-06
CMF,4,12,DYSPEPSIA_2,194,8.84750078801451e-06
CMF,4,12,PROCTITIS_1,659,8.74297673728441e-06
CMF,4,12,INFECT URIN TRACT_3,415,8.73248364087105e-06
CMF,4,12,DYSPEPSIA_3,195,8.69113485044311e-06
CMF,4,12,PALPITAT_2,617,8.67711808900407e-06
CMF,4,12,ECCHYMOSIS_2,209,8.66287122791593e-06
CMF,4,12,HYPOTENS_2,399,8.66048127593795e-06
CMF,4,12,RECTAL DIS_2,687,8.65348060945011e-06
CMF,4,12,FURUNCULOSIS_2,277,8.64751535264597e-06
CMF,4,12,SWEAT_2,738,8.58681507362631e-06
CMF,4,12,GAIT ABNORM_1,278,8.52126412739746e-06
CMF,4,12,ESOPHAGITIS_1,259,8.48670120889831e-06
CMF,4,12,PAIN BREAST_1,592,8.47589830849842e-06
CMF,4,12,LYMPHANGITIS_3,483,8.43477337981686e-06
CMF,4,12,VASODILAT_1,819,8.42313847005307e-06
CMF,4,12,RECTAL DIS_3,688,8.27308610824553e-06
CMF,4,12,LYMPHANGITIS_1,481,8.23176026341893e-06
CMF,4,12,HEMATURIA_3,337,8.22332099498192e-06
CMF,4,12,CHEILITIS_2,109,8.21701880810406e-06
CMF,4,12,EFFUS PLEURAL_1,234,8.16522124124939e-06
CMF,4,12,POLYURIA_2,658,8.16397224729234e-06
CMF,4,12,ARTERIOSCLEROSIS_1,51,8.12758074881059e-06
CMF,4,12,HYPOKINESIA_1,389,8.12127562482693e-06
CMF,4,12,TACHYCARDIA_1,743,8.09551233368817e-06
CMF,4,12,SWEAT_3,739,8.08570042945532e-06
CMF,4,12,SPEECH DIS_1,725,8.07470524787724e-06
CMF,4,12,HYPOTENS_3,400,8.06939941629792e-06
CMF,4,12,HYPERESTHESIA_1,356,8.06161680482736e-06
CMF,4,12,GAIT ABNORM_2,279,7.99730686227023e-06
CMF,4,12,STOMATITIS_1,729,7.98438886153197e-06
CMF,4,12,LYMPHANGITIS_2,482,7.9583949461132e-06
CMF,4,12,LEUKOPENIA_3,462,7.94706339160714e-06
CMF,4,12,EFFUS PLEURAL_2,235,7.93174780721799e-06
CMF,4,12,HEM_2,332,7.92446326273845e-06
CMF,4,12,SALIVA INC_1,696,7.91083246989177e-06
CMF,4,12,MONILIA VAGINA_1,512,7.90990750509272e-06
CMF,4,12,GI DIS_1,288,7.88510292178233e-06
CMF,4,12,CELLULITIS_1,100,7.87697318348294e-06
CMF,4,12,PAIN BREAST_2,593,7.83352581119415e-06
CMF,4,12,RASH VESIC BULL_1,678,7.82836417624299e-06
CMF,4,12,ARTERIOSCLEROSIS_3,52,7.82519679287488e-06
CMF,4,12,FEVER_1,266,7.8115746662552e-06
CMF,4,12,HEM CYSTITIS_1,313,7.80454183717403e-06
CMF,4,12,VASODILAT_2,820,7.73388917571432e-06
CMF,4,12,LIBIDO DEC_1,466,7.70616562305384e-06
CMF,4,12,ESOPHAGITIS_2,260,7.68039454226221e-06
CMF,4,12,HEM RECTAL_1,323,7.63820492297084e-06
CMF,4,12,PROCTITIS_2,660,7.59224165941139e-06
CMF,4,12,NAIL DIS_1,534,7.55519013348474e-06
CMF,4,12,MYALGIA_1,524,7.53448767753556e-06
CMF,4,12,INFLAM INJECT SITE_1,421,7.50904919045064e-06
CMF,4,12,HEM CYSTITIS_3,314,7.50777357957325e-06
CMF,4,12,HYPOKINESIA_2,390,7.47290724585364e-06
CMF,4,12,LEUKOPENIA_4,463,7.46211578989652e-06
CMF,4,12,HYPOTENS_4,401,7.44263678740567e-06
CMF,4,12,ARTHROSIS_1,60,7.43423107366815e-06
CMF,4,12,CONJUNCTIVITIS_1,126,7.42812584944562e-06
CMF,4,12,SYNCOPE_1,740,7.42284171404387e-06
CMF,4,12,KERATITIS_1,440,7.42020323801591e-06
CMF,4,12,BREAST ENLARGE_1,84,7.41204033258121e-06
CMF,4,12,PAIN BACK_1,582,7.40987847190812e-06
CMF,4,12,ATAXIA_1,71,7.4056163495134e-06
CMF,4,12,SPEECH DIS_2,726,7.40283406813265e-06
CMF,4,12,HYPERVENTIL_2,379,7.4013705530714e-06
CMF,4,12,HYPERESTHESIA_2,357,7.40109659033409e-06
CMF,4,12,VASODILAT_3,821,7.37973688751376e-06
CMF,4,12,SPUTUM INC_1,727,7.37411280950291e-06
CMF,4,12,SALIVA INC_2,697,7.34452023031053e-06
CMF,4,12,TACHYCARDIA_2,744,7.34333696205349e-06
CMF,4,12,CELLULITIS_2,101,7.33635136693132e-06
CMF,4,12,NODULE SKIN_1,563,7.32770790160211e-06
CMF,4,12,HEM_3,333,7.29454370864426e-06
CMF,4,12,STOMATITIS_2,730,7.2838838666102e-06
CMF,4,12,GI DIS_2,289,7.25165709623701e-06
CMF,4,12,MALAISE_1,486,7.21952514837174e-06
CMF,4,12,PHOTOSENSITIVITY_1,643,7.21372368088302e-06
CMF,4,12,ESOPHAGITIS_3,261,7.20766752569289e-06
CMF,4,12,MONILIA VAGINA_2,513,7.20632214664754e-06
CMF,4,12,RASH VESIC BULL_2,679,7.20338813019929e-06
CMF,4,12,PAIN PELVIC_1,609,7.15329787067707e-06
CMF,4,12,STUPOR_1,734,7.14057057585883e-06
CMF,4,12,LIBIDO DEC_2,467,7.13958988017532e-06
CMF,4,12,ENTEROCOL PSEUDOMEM_2,247,7.11076512156837e-06
CMF,4,12,WEIGHT INC_1,846,7.09953619828096e-06
CMF,4,12,PAIN NECK_1,607,7.06863297762807e-06
CMF,4,12,THROMBOCYTOPENIA_1,763,7.05874800131388e-06
CMF,4,12,ARTHROSIS_2,61,7.05636245132331e-06
CMF,4,12,MIGRAINE_1,505,7.04671313058885e-06
CMF,4,12,BRONCHITIS_1,88,7.04029332810054e-06
CMF,4,12,INFLAM INJECT SITE_2,422,7.03426719870411e-06
CMF,4,12,COAGUL DIS_2,118,7.02911071014134e-06
CMF,4,12,VITREOUS DIS_1,831,7.01207559778553e-06
CMF,4,12,PROCTITIS_3,661,7.00219950880195e-06
CMF,4,12,VERTIGO_1,824,6.96951484407827e-06
CMF,4,12,BURSITIS_1,91,6.96339013718446e-06
CMF,4,12,GGTP INC_1,286,6.96305704756477e-06
CMF,4,12,THINKING ABNORM_1,755,6.95615799291001e-06
CMF,4,12,KIDNEY FUNC ABNORM_2,447,6.94824501953577e-06
CMF,4,12,VOMIT_1,835,6.94162946657497e-06
CMF,4,12,HYPERVENTIL_4,380,6.93843172615388e-06
CMF,4,12,NODULE SKIN_2,564,6.9377823621464e-06
CMF,4,12,NAIL DIS_2,535,6.92770780577002e-06
CMF,4,12,FEVER_2,267,6.92720481550289e-06
CMF,4,12,HEM RECTAL_2,324,6.91071619299465e-06
CMF,4,12,GASTRITIS_1,280,6.90198167855763e-06
CMF,4,12,MYALGIA_2,525,6.89992915886978e-06
CMF,4,12,HYPERTONIA_1,374,6.89954074939523e-06
CMF,4,12,BREAST ENLARGE_2,85,6.87698307494643e-06
CMF,4,12,LDH INC_1,458,6.86610979183631e-06
CMF,4,12,CELLULITIS_3,102,6.85579818432623e-06
CMF,4,12,KERATITIS_2,441,6.8551569807563e-06
CMF,4,12,CONJUNCTIVITIS_2,127,6.84987500186604e-06
CMF,4,12,ATAXIA_2,72,6.84263673221817e-06
CMF,4,12,TACHYCARDIA_3,745,6.83999478432981e-06
CMF,4,12,SPUTUM INC_2,728,6.83989861523365e-06
CMF,4,12,LIVER FATTY_1,470,6.83325906001519e-06
CMF,4,12,KIDNEY FAIL_3,445,6.80076850557867e-06
CMF,4,12,ARTHRITIS RHEUMAT_1,56,6.79558049908332e-06
CMF,4,12,PAIN BACK_2,583,6.78342639720847e-06
CMF,4,12,HYPOCALCEM_1,382,6.77634665522811e-06
CMF,4,12,URTICARIA_1,809,6.77552799782091e-06
CMF,4,12,CEREBROVASC ACCID_3,106,6.77456203839916e-06
CMF,4,12,METRORRHAGIA_1,502,6.77432784652708e-06
CMF,4,12,MONILIA VAGINA_3,514,6.76019398178536e-06
CMF,4,12,AGITATION_1,14,6.73193075310329e-06
CMF,4,12,STOMATITIS_3,731,6.71416510702699e-06
CMF,4,12,ENTEROCOL PSEUDOMEM_3,248,6.6973234891937e-06
CMF,4,12,PHOTOSENSITIVITY_2,644,6.67800301960711e-06
CMF,4,12,OTITIS EXT_1,574,6.67651278650289e-06
CMF,4,12,WEIGHT DEC_1,843,6.66275488525776e-06
CMF,4,12,PARATHYR DIS_1,625,6.66178468884115e-06
CMF,4,12,SYNCOPE_2,741,6.64190943285587e-06
CMF,4,12,KIDNEY CALCULUS_1,443,6.64138779706893e-06
CMF,4,12,HYPERCHOLESTEREM_1,354,6.64133692135482e-06
CMF,4,12,AMENORRHEA_1,25,6.64133079095214e-06
CMF,4,12,HERNIA_1,342,6.64124188657637e-06
CMF,4,12,TINNITUS_1,772,6.64124187696152e-06
CMF,4,12,PALLOR_1,614,6.64124096027466e-06
CMF,4,12,OSTEOPOROSIS FRACT_2,571,6.64120179211582e-06
CMF,4,12,BLIND_1,78,6.64119370245803e-06
CMF,4,12,PAPILLEDEMA_1,621,6.6411180266301e-06
CMF,4,12,MYOSITIS_1,532,6.64108026027271e-06
CMF,4,12,ASCITES_1,62,6.64108026027246e-06
CMF,4,12,RASH PUST_1,676,6.64108026027238e-06
CMF,4,12,INFLAM INJECT SITE_3,423,6.63779248627698e-06
CMF,4,12,MIGRAINE_2,506,6.63206475120059e-06
CMF,4,12,PAIN PELVIC_2,610,6.62605250320828e-06
CMF,4,12,COAGUL DIS_3,119,6.61776745120614e-06
CMF,4,12,STUPOR_3,735,6.6150785217391e-06
CMF,4,12,NAIL DIS_3,536,6.59829450423698e-06
CMF,4,12,CONJUNCTIVITIS_3,128,6.56815935850597e-06
CMF,4,12,RASH_1,680,6.55881645115565e-06
CMF,4,12,THROMBOCYTOPENIA_2,764,6.55233925124521e-06
CMF,4,12,PAIN NECK_2,608,6.55175061022596e-06
CMF,4,12,VITREOUS DIS_2,832,6.52212385073163e-06
CMF,4,12,GASTROENTERITIS_1,283,6.49330247620264e-06
CMF,4,12,NEURALGIA_1,553,6.48864938665879e-06
CMF,4,12,BRONCHITIS_2,89,6.48849331313963e-06
CMF,4,12,MALAISE_2,487,6.48756602252819e-06
CMF,4,12,PAIN BACK_3,584,6.46749849385379e-06
CMF,4,12,BURSITIS_2,92,6.46233096176159e-06
CMF,4,12,GGTP INC_2,287,6.46003296413045e-06
CMF,4,12,MYALGIA_3,526,6.45971517913821e-06
CMF,4,12,WEIGHT INC_2,847,6.45789908627359e-06
CMF,4,12,KIDNEY FUNC ABNORM_3,448,6.4492496437263e-06
CMF,4,12,HEM RECTAL_3,325,6.41673923415654e-06
CMF,4,12,VERTIGO_2,825,6.41222151236115e-06
CMF,4,12,LIVER FATTY_3,471,6.39244353769494e-06
CMF,4,12,SYNCOPE_3,742,6.38094129987107e-06
CMF,4,12,PAIN BIL_1,585,6.37944578012199e-06
CMF,4,12,LDH INC_2,459,6.37821613900696e-06
CMF,4,12,GASTRITIS_2,281,6.35840305976305e-06
CMF,4,12,ARTHRITIS RHEUMAT_2,57,6.35126076277949e-06
CMF,4,12,STOMATITIS_4,732,6.35014079851847e-06
CMF,4,12,KIDNEY FAIL_4,446,6.34115330243724e-06
CMF,4,12,HYPOCALCEM_4,383,6.33356850286345e-06
CMF,4,12,CEREBROVASC ACCID_4,107,6.32832373224435e-06
CMF,4,12,ISCHEMIA MYOCARD_1,435,6.31836011522239e-06
CMF,4,12,MUCOUS MEM DIS_1,521,6.31717547355201e-06
CMF,4,12,URTICARIA_2,810,6.29972241092139e-06
CMF,4,12,HYPERTONIA_2,375,6.28782664572474e-06
CMF,4,12,VOMIT_2,836,6.28337712739414e-06
CMF,4,12,THROM_1,760,6.26605655667992e-06
CMF,4,12,FEVER_3,268,6.26544465298777e-06
CMF,4,12,AGITATION_2,15,6.26189681074335e-06
CMF,4,12,OTITIS EXT_2,575,6.22151298548228e-06
CMF,4,12,WEIGHT INC_3,848,6.21652567067463e-06
CMF,4,12,BRONCHITIS_3,90,6.2116077210712e-06
CMF,4,12,PARATHYR DIS_2,626,6.20553171518983e-06
CMF,4,12,METRORRHAGIA_2,503,6.19155066582136e-06
CMF,4,12,KIDNEY CALCULUS_2,444,6.18337322650457e-06
CMF,4,12,HYPERCHOLESTEREM_2,355,6.18329714202132e-06
CMF,4,12,AMENORRHEA_2,26,6.18329594265776e-06
CMF,4,12,HERNIA_2,343,6.18317994424412e-06
